OMIM	HGNC Approved Gene Symbol	Cytogenetic location
611459	SLC10A7	4q31.2
611460	TPRG1L	1p36.32
611461	SLC22A17	14q11.2
611462	PIK3R6	17p13.1
611463	SAT2	17p13.2
611464	MON1A	3p21.31
611465	NA	NA
611466	PLEKHM1	17q21.31
611467	GBP5	1p22.2
611468	BDNF-AS	11p14.1
611469	NA	NA
611470	LGSN	6q12
611471	ACP6	1q21
611472	MBD5	2q23.2
611473	ESRG	3p14.3
611474	HRASLS5	11q13.2
611475	RPAP1	15q14
611476	RPAP2	1p22.1
611477	RPAP3	12q13.11
611478	MEPCE	7q22.1
611479	GPN1	2p23.3
611480	PIH1D1	19q13.33
611481	UFSP1	7q22.1
611482	UFSP2	4q35.1
611483	YIPF5	5q31.3
611484	YIF1A	11q13
611485	CYP4F12	19p13.1
611486	SYCE1	10q26.3
611487	SYCE2	19p13.13
611488	NA	NA
611489	NA	NA
611490	NA	NA
611491	RADIL	7p22.1
611492	CA2	8q21.2
611493	NA	NA
611494	NA	NA
611495	CYP4F22	19p13.12
611496	GATA5	20q13.33
611497	NA	NA
611498	NA	NA
611499	GUSB	7q11.21
611500	MIR219A1	6p21.32
611501	CAMTA1	1p36.31-p36.23
611502	CENPK	5q12.3
611503	CENPL	1q25.1
611504	CENPO	2p23.3
611505	CENPP	9q22.31
611506	CENPQ	6p12.3
611507	CISD2	4q24
611508	CAMTA2	17p13.3
611509	CENPN	16q23.2
611510	CENPT	16q22.1
611511	CENPU	4q35.1
611512	KDM3A	2p11.2
611513	NEUROD6	7p15.1
611514	WLS	1p31.2
611515	NA	NA
611516	NICN1	3p21.31
611517	CYP4F11	19p13.1
611518	DOCK10	2q36.3
611519	POLDIP2	17q11.2
611520	POLDIP3	22q13.31
611521	NA	NA
611522	NA	NA
611523	NA	NA
611524	RARS2	6q16.1
611525	POLD4	11q13
611526	NOP14	4p16.3
611527	SLC9B1	4q24
611528	NA	NA
611529	CYP2S1	19q13.2
611530	NLN	5q12.3
611531	EMG1	12p13
611532	NOL6	9p12
611533	NOL7	6p23
611534	NOL8	9q22.32
611535	NA	NA
611536	NA	NA
611537	CTNNBL1	20q11.23-q12
611538	OR7D4	19p13.2
611539	FOXD3	1p31.3
611540	SGIP1	1p31.3
611541	SNX27	1q21.3
611542	ARSB	5q14.1
611543	NA	NA
611544	NA	NA
611545	CYP4F8	19p13.12
611546	ELOVL6	4q25
611547	NA	NA
611548	NA	NA
611549	NALCN	13q32.3
611550	NCR3	6p21.3
611551	FBLN7	2q13
611552	NAPRT	8q24.3
611553	NA	NA
611554	NA	NA
611555	NA	NA
611556	NA	NA
611557	UPK1A	19q13.1
611558	UPK2	11q23
611559	UPK3A	22q13.31
611560	NA	NA
611561	NA	NA
611562	SEPT12	16p13.3
611563	SEPT7P2	7p12.3
611564	BANP	16q24
611565	KIAA1109	4q28.1
611566	PRPS1L1	7p21.1
611567	MACROD2	20p12.1
611568	SYBU	8q23.2
611569	CKAP2	13q14
611570	FBP1	9q22.3
611571	NA	NA
611572	NA	NA
611573	SGMS1	10q11.2
611574	SGMS2	4q25
611575	SAMD8	10q22.3
611576	MIR10B	2q31.1
611577	KDM6B	17p13.1
611578	FRRS1	1p21.3
611579	TMEM114	16p13.2
611580	EDDM3A	14q11.1
611581	NA	NA
611582	EDDM3B	14q11.1
611583	ARID5A	2p11.1
611584	NA	NA
611585	TESC	12q24.22
611586	C1QL1	17q21
611587	ARHGAP19	10q24.2
611588	NA	NA
611589	PNPLA5	22q13.31
611590	NA	NA
611591	PPBPP2	4q13.3
611592	FARS2	6p25.1
611593	SMR3B	4q13.3
611594	USP39	2p11.2
611595	TXNL4A	18q23
611596	DHRS4	14q11.2
611597	NA	NA
611598	NA	NA
611599	MIR206	6p12.2
611600	RIMS3	1p34.2
611601	RIMS4	20q13.12
611602	RIMBP2	12q24.33
611603	NA	NA
611604	ERLIN1	10q24.31
611605	ERLIN2	8p11.2
611606	MIR96	7q32.2
611607	MIR182	7q32.2
611608	MIR183	7q32.2
611609	SIPA1L2	1q42.2
611610	PGM2L1	11q13.3
611611	SCAPER	15q24.3
611612	THTPA	14q11.2
611613	KDELC1	13q33
611614	UTP3	4q13.3
611615	NA	NA
611616	NADK	1p36.33
611617	EFHD1	2q37.1
611618	NA	NA
611619	MIR877	6p21.33
611620	MIR1224	3q27.1
611621	MIR1225	16p13.3
611622	IQCJ	3q25.32
611623	NECAP1	12p13.31
611624	NECAP2	1p36.13
611625	GID8	20q13.33
611626	MPHOSPH8	13q12.11
611627	FAM57A	17p13.3
611628	NAV1	1q32.3
611629	NAV3	12q21.2
611630	NA	NA
611631	NA	NA
611632	UBIAD1	1p36.22
611633	RTF1	15q14
611634	NA	NA
611635	NEUROD4	12q13.13
611636	NAALAD2	11q14.3
611637	NA	NA
611638	NA	NA
611639	ZGLP1	19p13.2
611640	FANK1	10q26.2
611641	HEPN1	11q24
611642	HEPACAM	11q24.2
611643	ZKSCAN4	6p21
611644	NA	NA
611645	CXXC4	4q24
611646	SPHKAP	2q36.3
611647	ARV1	1q42.2
611648	PPIP5K2	5q21.1
611649	MINDY3	NA
611650	NA	NA
611651	PLA2G3	22q12.2
611652	PLA2G12A	4q25
611653	PLA2G12B	10q22.1
611654	CSPP1	8q13.2
611655	PGAP1	2q33.1
611656	SIKE1	1p13.1
611657	SPSB1	1p36.22
611658	SPSB2	12p13.31
611659	SPSB3	16p13.3
611660	SPSB4	3q23
611661	DBF4B	17q21.31
611662	EGOT	3p26.1
611663	TBC1D20	20p13
611664	NA	NA
611665	DDX54	12q24.11
611666	PLPP6	9p24
611667	SPATS2	12q13.12
611668	CORO7	16p13.3
611669	TRMT1	19p13.2
611670	ISYNA1	19p13.11
611671	PIGZ	3q29
611672	SLC46A1	17q11.2
611673	TRMT1L	1q25.2
611674	XKR3	22q11.1
611675	KIAA0513	16q24.1
611676	PDCL2	4q12
611677	OR13G1	1q44
611678	PDCL3	2q12
611679	FBXW10	17p11
611680	C1orf116	1q32.1
611681	ADAMTS20	12q12
611682	LPAL2	6q26-q27
611683	FN3KRP	17q25.3
611684	SART3	12q24.11
611685	RNF8	6p21.3
611686	CASD1	7q22
611687	KHDC3L	6q13
611688	KHDC1	6q13
611689	OOEP	6q13
611690	PRRG4	11p13
611691	SVEP1	9q31-q32
611692	ZBTB34	9q33.3
611693	CLMP	11q24
611694	NA	NA
611695	TTBK2	15q15.2
611696	SLC22A20	11q13.1
611697	SLC22A23	6p25.2
611698	SLC22A24	11q12.3
611699	SVOP	12q24.11
611700	SVOPL	7q34
611701	SPNS3	17p13.2
611702	NA	NA
611703	ZNF436	1p36
611704	TMPRSS11A	4q13.2
611705	NA	NA
611706	NA	NA
611707	MPZL3	11q23.3
611708	MIR431	14q32.2
611709	MIR127	14q32.2
611710	MIR136	14q32.2
611711	MIR433	14q32.2
611712	HIPK4	19q13.2
611713	TCTEX1D4	1p34.1
611714	GAPVD1	9q34.11
611715	SRD5A3	4q12
611716	ATP6V0A2	12q24.31
611717	NA	NA
611718	NA	NA
611719	NA	NA
611720	IRF2BPL	14q24.3
611721	NA	NA
611722	NA	NA
611723	LINC00114	21q22.2
611724	NA	NA
611725	KCTD7	7q11.21
611726	NA	NA
611727	FAM163A	1q25.2
611728	PRR5L	11p13-p12
611729	KLC2	11q13.1
611730	EPB41L5	2q14.2
611731	APC	5q22.2
611732	MBOAT1	6p22.3
611733	NA	NA
611734	WDR77	1p13.2
611735	CDCP1	3p21.3
611736	GREB1	2p25.1
611737	SEPT10	2q13
611738	NA	NA
611739	NA	NA
611740	BCO2	11q23.1
611741	ASIC3	7q35
611742	NA	NA
611743	PLEKHG6	12p13.31
611744	OTUD4	4q31.21
611745	VCPIP1	8q13
611746	SCUBE1	22q13
611747	SCUBE2	11p15.4
611748	OTUD7B	1q21.2
611749	ZRANB1	10q26.12
611750	SYNC	1p35.1
611751	THUMPD2	2p22.2
611752	C2orf40	2q12.2
611753	VMP1	17q23.1
611754	AADAT	4q33
611755	NA	NA
611756	ROPN1L	5p15
611757	ROPN1	3q21.1
611758	OTUD3	1p36.13
611759	STARD3NL	7p14-p13
611760	PCDH17	13q21.1
611761	LMF1	16p13.3
611762	NA	NA
611763	LBH	2p23.1
611764	CNFN	19q13.31
611765	ASPRV1	2p13.3
611766	MTFMT	15q22.31
611767	MIR126	9q34.3
611768	MIR335	7q32.2
611769	MIR128-2	3p22.3
611770	NKX2-6	8p21.2
611771	NA	NA
611772	NUF2	1q23.3
611773	NA	NA
611774	MIR128-1	2q21.3
611775	NA	NA
611776	NDUFAF4	6q16.3
611777	NA	NA
611778	GPD1L	3p22.3
611779	FSCB	14q21.3
611780	PHRF1	11p15.5
611781	PRDM14	8q13.3
611782	DSCAML1	11q23.3
611783	NA	NA
611784	GTF3C6	6q21
611785	ABCB5	7p14
611786	MEMO1	2p22-p21
611787	CMPK2	2p25.2
611788	NA	NA
611789	SLC9B2	4q24
611790	MYRIP	3p21.33
611791	PTCHD3	10p12.1
611792	ZCCHC4	4p15.31
611793	LSM12	17q21.31
611794	MIR369	14q32.31
611795	MIR145	5q32
611796	SCG3	15q21.2
611797	UQCC1	20q11.22
611798	EFR3A	8q24.22
611799	LCORL	4p15.32
611800	THADA	2p21
611801	PGAP3	17q21.2
611802	MIEN1	17q12
611803	ITFG1	16q12.1
611804	NA	NA
611805	ELOVL5	6p12.1
611806	AS3MT	10q24.33
611807	TIPRL	1q23.2
611808	NA	NA
611809	NA	NA
611810	USHBP1	19p13.11
611811	ZNF333	19p13.12
611812	NA	NA
611813	ELOVL1	1p34
611814	ELOVL2	6p24.1
611815	ELOVL3	10q24
611816	NA	NA
611817	KLRK1	12p13.2-p12.3
611818	NA	NA
611819	NA	NA
611820	NA	NA
611821	MRPL1	4q21.1
611822	MRPL2	6p21.3
611823	MRPL4	19p13.2
611824	MRPL9	1q21
611825	MRPL10	17q21.3
611826	MRPL11	11q13.2
611827	MRPL14	6p21.3
611828	MRPL15	8q11.2-q13
611829	MRPL16	11q12.1
611830	MRPL17	11p15.5-p15.4
611831	MRPL18	6q25.3
611832	MRPL19	2p11.1-q11.2
611833	MRPL20	1p36.3-p36.2
611834	MRPL21	11q13.3
611835	MRPL22	5q33.2
611836	MRPL24	1q23.1
611837	MRPL27	17q21.3-q22
611838	MRPL30	2q11.2
611839	MRPL32	7p14
611840	MRPL34	19p13.1
611841	MRPL35	2p11.2
611842	MRPL36	5p15.3
611843	MRPL37	1p32.1
611844	MRPL38	17q23-q25
611845	MRPL39	21q11.2-q21
611846	MRPL41	9q34.3
611847	MRPL42	12q22
611848	MRPL43	10q24.31
611849	MRPL44	2p24.3-p24.1
611850	MRPL45	17q21.2
611851	MRPL46	15q25.3
611852	MRPL47	3q26.33
611853	MRPL48	11q13.4
611854	MRPL50	9q31.1
611855	MRPL51	12p13.31
611856	MRPL52	14q11.2
611857	MRPL53	2p13.1
611858	MRPL54	19p13.3
611859	MRPL55	1q42.13
611860	NA	NA
611861	ADPGK	15q24.1
611862	NA	NA
611863	NA	NA
611864	ARMC10	7q22.1
611865	L3MBTL2	22q13.31-q13.33
611866	RBP5	12p13.31
611867	NA	NA
611868	NA	NA
611869	RABEP2	16p11.2
611870	CNTLN	9p22.2-p22.1
611871	RMDN1	8q21.3
611872	RMDN2	2p22.2
611873	RMDN3	15q15.1
611874	NENF	1q32.3
611875	NA	NA
611876	NA	NA
611877	BAIAP2L1	7q22.1
611878	NA	NA
611879	NA	NA
611880	NA	NA
611881	NA	NA
611882	PNRC2	1p36.11
611883	BCCIP	10q26.2
611884	NA	NA
611885	SHARPIN	8q24.3
611886	NA	NA
611887	UPK3B	7q11.2
611888	ERF	19q13
611889	S100PBP	1p35.1
611890	NA	NA
611891	NA	NA
611892	NA	NA
611893	PLEKHG2	19q13.2
611894	MIR140	16q22.1
611895	NA	NA
611896	RTL1	14q32.2
611897	NA	NA
611898	ENGASE	17q25.3
611899	MIR203A	14q32.33
611900	MPPE1	18p11.21
611901	VWA1	1p36.33
611902	CCDC136	7q33
611903	ZNF649	19q13.41
611904	PLET1	11q23.1
611905	FNDC4	2p23.3
611906	FNDC5	1p34.3
611907	NA	NA
611908	RFT1	3p21.1
611909	FNDC3B	3q26.31
611910	SLC16A12	10q23.32
611911	ISCU	12q24.1
611912	NUCKS1	1q32.1
611913	NA	NA
611914	TSC22D4	7p21-p15
611915	VOPP1	7p11.2
611916	COL6A5	3q21.3
611917	KDM8	16p12.1
611918	NA	NA
611919	RIOX1	NA
611920	NA	NA
611921	GJB7	6q15
611922	GJD4	10p11.22
611923	GJA9	1p34
611924	GJA10	6q15
611925	GJC3	7q22.1
611926	NA	NA
611927	FAM83H	8q24.3
611928	NA	NA
611929	NA	NA
611930	ISG20L2	1q23.1
611931	PPM1L	3q26.1
611932	CISD1	10q21.3
611933	CISD3	17q12
611934	NA	NA
611935	MMADHC	2q23
611936	NA	NA
611937	IGHD3-3	14q32.33
611938	NA	NA
611939	IGHV3-23	14q32.33
611940	MBOAT4	8p12
611941	ATAD2	8q24.13
611942	NA	NA
611943	NA	NA
611944	NA	NA
611945	NA	NA
611946	UBXN6	19p13
611947	NLRX1	11q23.3
611948	NA	NA
611949	MBOAT2	2p25
611950	LPCAT3	12p13.31
611951	B9D2	19q13.2
611952	VPS28	8q24.3
611953	NA	NA
611954	MIR373	19q13.42
611955	NA	NA
611956	C3orf52	3q13.2
611957	MIR378A	5q32
611958	NA	NA
611959	NA	NA
611960	NA	NA
611961	NA	NA
611962	NA	NA
611963		NA
611964	CYB5B	16q22.1
611965	THOC7	3p14.1
611966	TRAPPC9	8q24.3
611967	KLHL8	4q21.3
611968	CSTF2T	10q11
611969	MOB2	11p15.5
611970	NIFK	2q14.3
611971	MRPS2	9q34
611972	MRPS5	2p11.2-q11.2
611973	MRPS6	21q22.11
611974	MRPS7	17q25.1
611975	MRPS9	2q12.1
611976	MRPS10	6p21.1
611977	MRPS11	15q25
611978	MRPS14	1q25.1
611979	MRPS15	1p34.3
611980	MRPS17	7p11-q11.21
611981	MRPS18A	6p21.3
611982	MRPS18B	6p21
611983	MRPS18C	4q21.21-q21.23
611984	MRPS21	1q21
611985	MRPS23	17q22
611986	MRPS24	7p14
611987	MRPS25	3p25
611988	MRPS26	20p13
611989	MRPS27	5q13.2
611990	MRPS28	8q21.1-q21.2
611991	MRPS30	5q11
611992	MRPS31	13q14.11
611993	MRPS33	7q34
611994	MRPS34	16p13.3
611995	MRPS35	12p11
611996	MRPS36	5q13.2
611997	MRPL57	13q12.11
611998	CREB3L3	19p13.3
611999	RAB11FIP4	17q11.2
612000	TRIM66	11p15.4
612001	NA	NA
612002	DEPDC1	1p31.2
612003	GIGYF2	2q37.1
612004	NA	NA
612005	NA	NA
612006	NA	NA
612007	NA	NA
612008	NA	NA
612009	NA	NA
612010	NA	NA
612011	NA	NA
612012	ZFYVE26	14q24.1
612013	CC2D2A	4p15.33
612014	TTC21B	2q24.3
612015	NA	NA
612016	NA	NA
612017	NA	NA
612018	NA	NA
612019	ISX	22q12.3
612020	NA	NA
612021	OTUD6B	8q21.3
612022	OTUD1	10p12.31
612023	YOD1	1q32.2
612024	OTUD7A	15q13.1
612025	IYD	6q25.1
612026	LARP7	4q25
612027	GRASP	12q13.13
612028	FITM1	14q12
612029	FITM2	20q13.12
612030	NA	NA
612031	INHBE	12q13.2
612032	DPY30	2p22.3
612033	PAGR1	16p11.2
612034	APC2	19p13.3
612035	AARS2	6p21.1
612036	PARS2	1p32.2
612037	MUL1	1p36.12
612038	TMED4	7p13
612039	LPCAT4	15q14
612040	LPCAT2	16q12.2
612041	RNF212	4p16.3
612042	NA	NA
612043	MIR371A	19q13.42
612044	MIR372	19q13.42
612045	C1QTNF3	5p13
612046	E2F7	12q21.1
612047	E2F8	11p15
612048	TMEM43	3p25.1
612049	RIOX2	NA
612050	NDFIP1	5q31.3
612051	BEAN1	16q21
612052	NA	NA
612053	ZFP36L2	2p22.3-p21
612054	CNOT9	2q35
612055	RPS27L	15q21.3
612056	GET4	7p22.3
612057	SAPCD2	9q34.3
612058	SAMM50	22q13.31
612059	LARP1	5q33.2
612060	ZNRF1	16q22.3
612061	ZNRF2	7p15.1
612062	ZNRF3	22q12.1
612063	ZNRF4	19p13.3
612064	GIGYF1	7q22
612065	PARP9	3q21.1
612066	PARP15	3q21
612067	NA	NA
612068	PIRT	17p12
612069	NA	NA
612070	MIR144	17q11.2
612071	MIR451A	17q11.2
612072	MIF4GD	17q25.1
612073	NA	NA
612074	RBM28	7q32.2
612075	NA	NA
612076	NA	NA
612077	MIR22	17p13.3
612078	ZNF469	16q24.2
612079	NA	NA
612080	UQCRQ	5q31.1
612081	IL34	16q22.1
612082	CIC	19q13.2
612083	NA	NA
612084	SLC51A	3q29
612085	SLC51B	15q22.31
612086	HMSD	18q21.33
612087	CLEC2A	12p13.31
612088	CLEC12A	12p13.31
612089	NA	NA
612090	MIR200A	1p36.33
612091	MIR200B	1p36.33
612092	MIR200C	12p13.31
612093	MIR141	12p13.31
612094	MIR429	1p36.33
612095	NA	NA
612096	NA	NA
612097	NA	NA
612098	NA	NA
612099	NA	NA
612100	NA	NA
612101	PI4K2B	4p15.31
612102	MIRLET7G	3p21.1
612103	NABP1	2q32.3
612104	NABP2	12q13.3
612105	KLLN	10q23
612106	ZBTB40	1p36
612107	SLC17A9	20q13.33
612108	NA	NA
612109	NA	NA
612110	NA	NA
612111	TNFAIP8	5q23.1
612112	TNFAIP8L2	1q21.2
612113	NA	NA
612114	NA	NA
612115	ARHGEF3	3p14.3
612116	USP22	17p11.2
612117	MIR143	5q32
612118	IQSEC3	12p13.33
612119	NA	NA
612120	CIDEC	3p25
612121	PNPLA1	6p21.31
612122	PNPLA7	9q34.3
612123	PNPLA8	7q31
612124	NA	NA
612125	SERTAD3	19q13.2
612126	NA	NA
612127	HSD17B13	4q22.1
612128	RASL10B	17q21.1
612129	IDO2	8p11.21
612130		NA
612131	DHRS9	2q31.1
612132	NA	NA
612133	NFE4	7q22.1
612134	GLCE	15q23
612135	CABYR	18q11.2
612136	ECHDC1	6q22.33
612137	RNF146	6q22.1-q22.33
612138	NA	NA
612139	PREX2	8q13.1
612140	SEPT14	7p11.2
612141	EPB41L4A	5q21.3
612142	MIRLET7A2	11q24.1
612143	MIRLET7A3	22q13.31
612144	MIRLET7C	21q21.1
612145	MIRLET7D	9q22.32
612146	MIRLET7F1	9q22.32
612147	MYLK3	16q11.2
612148	MIRLET7I	12q14.1
612149	RBFOX2	22q12-q13
612150	MIR25	7q22.1
612151	MIR26A1	3p22.2
612152	MIR26B	2q35
612153	MIR27A	19p13.13
612154	MIR28	3q28
612155	MIR31	9p21.3
612156	MIR33A	22q13.2
612157	SENP1	12q13.11
612158	NA	NA
612159	RPH3A	12q24.13
612160	NA	NA
612161	NA	NA
612162	NA	NA
612163	TPCN2	11q13.1
612164	NA	NA
612165	NA	NA
612166	SLC39A2	14q11.1
612167	WDR48	3p21.33
612168	SLC39A3	19p13.3
612169	FCGR2C	1q23
612170	MUC19	12q12
612171	RPRM	2q24.1
612172	DDX23	12q13.11
612173	SPAG16	2q34
612174	CAB39	2q37.1
612175	CAB39L	13q14.11
612176	MYSM1	1p32.1
612177	RN7SL1	14q21.3
612178	HENMT1	1p13.3
612179	RN7SL2	14q21.3
612180	RN7SL3	14q21.3
612181	MUC13	3q21.2
612182	NAT2	8p22
612183	GPR176	15q14-q15.1
612184	CASKIN1	16p13.3
612185	CASKIN2	17q25.1
612186	DMXL2	15q21.2
612187	SLC48A1	12q13.11
612188	VPS39	15q14
612189	PBLD	10q21.3
612190	MLST8	16p13.3
612191	MSMP	9p13.3
612192	ZFP57	6p22.1
612193	CMYA5	5q14.1
612194	RRAGA	9p21.3
612195	ABHD1	2p23.3
612196	ABHD2	15q26.1
612197	ABHD3	18q11.1
612198	NA	NA
612199	NA	NA
612200	C3orf58	3q24
612201	NA	NA
612202	SOX7	8p22
612203	NAP1L5	4q21-q22
612204	ATG9A	2q35
612205	ATG9B	7q36
612206	FJX1	11p13
612207	GOLPH3	5p13.2
612208	GOLPH3L	1q21
612209	MSGN1	2p24.2
612210	HULC	6p24.3
612211	TUSC5	17p13.3
612212	PLGLA	2q12.2
612213	BSPH1	19q13.32
612214	RGL4	22q11.23
612215	SNHG6	8q13
612216	SNORD87	8q13.1
612217	C6orf106	6p21.31
612218	ZBTB38	3q23
612219	NA	NA
612220	B4GALNT3	12p13.33
612221	NA	NA
612222	GALNS	16q24.3
612223	NA	NA
612224	NA	NA
612225	NA	NA
612226	NA	NA
612227	NA	NA
612228	NA	NA
612229	NA	NA
612230	NA	NA
612231	NA	NA
612232	NA	NA
612233	NA	NA
612234	CALHM1	10q24.33
612235	CALHM2	10q24.33
612236	ERGIC2	12p11.22
612237	NA	NA
612238	NA	NA
612239	NA	NA
612240	NA	NA
612241	NA	NA
612242	NA	NA
612243	ADGRG6	6q24.2
612244	NA	NA
612245	NA	NA
612246	CD302	2q24.2
612247	NA	NA
612248	ZNF627	19p13.2
612249	THSD7A	7p21.3
612250	GPR161	1q23.3
612251	NA	NA
612252	CLEC9A	12p13.31
612253	NA	NA
612254	NA	NA
612255	NA	NA
612256	MAST1	19p13.2
612257	MAST2	1p34.1
612258	MAST3	19p13
612259	NA	NA
612260	NA	NA
612261	NA	NA
612262	NA	NA
612263	NA	NA
612264	MRC2	17q23
612265	FAM120A	9q22.31
612266	FAM120B	6q27
612267	NA	NA
612268	TTLL5	14q24.3
612269	NA	NA
612270	CDCA4	14q32.33
612271	NA	NA
612272	NA	NA
612273	NA	NA
612274	NA	NA
612275	GGNBP2	17q12
612276	YRDC	1p34.3
612277	ADAMTSL2	9q34.3
612278	NA	NA
612279	NA	NA
612280	FUCA1	1p34
612281	NA	NA
612282	ZNF804A	2q32.1
612283	PROC	2q13-q14
612284	NA	NA
612285	NA	NA
612286	NA	NA
612287	NA	NA
612288	NA	NA
612289	NA	NA
612290	NA	NA
612291	NA	NA
612292	NA	NA
612293	NA	NA
612294	DEPDC7	11p13
612295	ARL14EP	11p14.1
612296	LINC00294	11p13
612297	KIAA1549L	11p13
612298	TRIM44	11p13
612299	COMMD9	11p13
612300	NA	NA
612301	NA	NA
612302	ADGRA1	10q26
612303	ADGRA3	4p15.31
612304	NA	NA
612305	ADGRE4P	19p13.2
612306	NA	NA
612307	ADGRG7	3q12.3
612308	ZBTB4	17p13.2
612309	F5	1q23
612310	NA	NA
612311	NA	NA
612312	NA	NA
612313	NA	NA
612314	GSTO2	10q25.1
612315	KRT6C	12q13.13
612316	ATAD3A	1p36.33
612317	ATAD3B	1p36.33
612318	NA	NA
612319	NA	NA
612320	CDCP2	1p32.3
612321	DCDC5	11p14.1
612322	FASTKD2	2q33.3
612323	IMMP1L	11p13
612324	CCDC34	11p14.1
612325	ICK	6p12.3-p11.2
612326	TCF25	16q24.3
612327	MANEA	6q16.2
612328	CCDC73	11p13
612329	MIR30A	6q13
612330	MIR610	11p14.1
612331	LIN7B	19q13.3
612332	LIN7C	11p14
612333	PDCD11	10q24.32
612334	NAPEPLD	7q22.1
612335	NA	NA
612336	NA	NA
612337	NA	NA
612338	GGTLC1	20p11.21
612339	GGTLC2	22q11.21
612340	GGTLC3	22q11.21
612341	GGT6	17p13.2
612342	GGT7	20q11.22
612343	NA	NA
612344	ZNF385B	2q31.3-q32.1
612345	NA	NA
612346	GGT1	22q11.23
612347	NA	NA
612348	NA	NA
612349	PAH	12q23.2
612350	NA	NA
612351	FOXI3	2p11.2
612352	STAMBPL1	10q23.32
612353	NA	NA
612354	NA	NA
612355	MICALCL	11p15.3
612356	NA	NA
612357	NA	NA
612358	KNG1	3q27.3
612359	NA	NA
612360	NDUFAF5	20p12.1
612361	NA	NA
612362	NA	NA
612363	NA	NA
612364	NA	NA
612365	NA	NA
612366	NA	NA
612367	NA	NA
612368	NA	NA
612369	NA	NA
612370	NA	NA
612371	NA	NA
612372	NA	NA
612373	SLC29A3	10q22.2
612374	TMEM173	5q31.2
612375	AIDA	1q41
612376	NA	NA
612377	COMMD6	13q22
612378	NA	NA
612379	NA	NA
612380	NA	NA
612381	NA	NA
612382	MED10	5p15.31
612383	MED11	17p13.2
612384	MED18	1p35.3
612385	MED19	11q12.1
612386	FECH	18q21.2-q21.3
612387	NA	NA
612388	NA	NA
612389	NA	NA
612390	NA	NA
612391	NA	NA
612392	NDUFAF6	8q22.1
612393	WHAMM	15q25.2
612394	NA	NA
612395	CHKB	22q13.33
612396	NA	NA
612397	COL6A4P1	3p25.1
612398	RAB21	12q21.1
612399	TLE6	19p13.3
612400	NA	NA
612401	NA	NA
612402	ALS2CL	3p21.31
612403	RASL11A	13q12.2
612404	RASL11B	4q12
612405	ARL9	4q12
612406	NA	NA
612407	RGS21	1q31.2
612408	PSPC1	13q11
612409	RBM14	11q13.2
612410	NA	NA
612411	FAT4	4q28.1
612412	SPATC1L	21q22.3
612413	RBM7	11q23.1-q23.2
612414	LRTOMT	11q13.4
612415	RAB24	5q35.3
612416	NA	NA
612417	NA	NA
612418	TMEM70	8q21.11
612419	CILP2	19p13.11
612420	AFAP1L2	10q26.11
612421	NA	NA
612422	NA	NA
612423	NA	NA
612424	EYS	6q12
612425	SGO2	2q33.2
612426	RMI2	16p13.13
612427	RBM25	14q24.3
612428	RBM38	20q13.31
612429	ZNF300	5q33.1
612430	RBM22	5q33.1
612431	NA	NA
612432	WIPF3	7p15.1
612433	NA	NA
612434	CRISPLD2	16q24.1
612435	SLCO3A1	15q26
612436	SLCO4A1	20q13.1
612437	NA	NA
612438	NA	NA
612439	ARFGAP3	22q13.2
612440	NA	NA
612441	MGAT5B	17q25.3
612442	SEC22A	3q21.1
612443	NA	NA
612444	NA	NA
612445	NA	NA
612446	NA	NA
612447	NA	NA
612448	NA	NA
612449	GEN1	2p24.2
612450	HBS1L	6q23.3
612451	RNF114	20q13
612452	KANSL1	17q21.31
612453	MEGF10	5q33
612454	MEGF11	15q22.31
612455	SLC5A12	11p14.2
612456	APOLD1	12p13.2
612457	ARID3B	15q24
612458	ACTL6B	7q22
612459	NA	NA
612460	NA	NA
612461	ARC	8q24.3
612462	NA	NA
612463	NA	NA
612464	ARRDC3	5q14.3
612465	TBC1D4	13q22.2
612466	GBP4	1p22.2
612467	GBP6	1p22
612468	GBP7	1p22.2
612469	NA	NA
612470	BATF3	1q32.3
612471	AGXT2	5p13
612472	METTL3	14q11.1
612473	PEBP4	8p21.3
612474	NA	NA
612475	NA	NA
612476	BATF	14q24
612477	IQCG	3q29
612478	NECAB3	20q11.21
612479	NA	NA
612480	TIPARP	3q25.31
612481	PARP12	7q34
612482	RNF43	17q23.2
612483	FAT3	11q14.3
612484	RNASE7	14q11.1
612485	RNASE8	14q11.1
612486	DCHS2	4q32.1
612487	RNF31	14q11.2
612488	RNF38	9p
612489	RNF24	20p13
612490	RNF181	2p11.2
612491	APIP	11p13
612492	USP30	12q23.3
612493	CNPY1	7q36.3
612494	ARHGEF10L	1p36.13
612495	UBE3D	6q15
612496	ARHGEF19	1p36.13
612497	NSA2	5q13.3
612498	ADSSL1	14q32.33
612499	DIMT1	5q12.1
612500	DDX52	17q12
612501	UBE2Q2	15q24.2
612502	COLEC11	2p25.3
612503	ABCA5	17q24.3
612504	ABCA6	17q21
612505	ABCA8	17q24
612506	UBE2R2	9p11.2
612507	ABCA9	17q24
612508	ABCA10	17q24
612509	ABCC10	6p12.3
612510	ABCF2	7q36.1
612511	MIR101-1	1p31.3
612512	MIR101-2	9p24.1
612513	NA	NA
612514	NA	NA
612515	DCAF17	2q31.1
612516	UACA	15q22-q24
612517	DNAAF2	14q21.3
612518	NA	NA
612519	SLC35D3	6q23.2
612520	NA	NA
612521	NA	NA
612522	NA	NA
